alert_id,customer_id,analyst_id,typology,alert_status,risk_score,alert_amount_inr,alert_gen_date,alert_closure_date,days_to_close,sla_days,sla_breached,alert_year,alert_month,alert_quarter,year_month,alert_source,jurisdiction_flag,str_reference,escalated_to_mlro,account_type,region,city,income_range,customer_risk_rating
ALT0007450,CUS001741,ANL014,Dormant Account Reactivation,False Positive,86.39,318588.56,2024-08-15,2024-09-05,21.0,15,1.0,2024,8,Q3,2024-08,Rule-Based Engine,,,0,Overdraft,West,Ahmedabad,5L-10L,Low
ALT0007451,CUS001071,ANL005,Shell Company Activity,False Positive,86.73,1374239.23,2023-06-19,2023-06-23,4.0,10,0.0,2023,6,Q2,2023-06,Rule-Based Engine,,,0,Savings,South,Kochi,2L-5L,High
ALT0007452,CUS000611,ANL016,Unusual Cash Activity,False Positive,45.2,994104.92,2022-03-06,2022-03-24,18.0,20,0.0,2022,3,Q1,2022-03,Manual Referral,,,0,Savings,West,Ahmedabad,10L-25L,Low
ALT0007453,CUS001203,ANL008,High-Risk Jurisdiction Transfer,True Positive — No STR,37.78,33083.68,2022-08-25,2022-09-06,12.0,10,1.0,2022,8,Q3,2022-08,ML Anomaly Model,British Virgin Islands,,0,Savings,Central,Bhopal,5L-10L,Medium
ALT0007454,CUS001597,ANL006,Structuring / Smurfing,Pending Review,18.1,128513.08,2024-11-24,,,10,,2024,11,Q4,2024-11,Rule-Based Engine,,,0,Savings,North,Delhi,2L-5L,Medium
ALT0007455,CUS000351,ANL019,High-Risk Jurisdiction Transfer,Escalated to MLRO,45.6,693570.93,2023-01-17,2023-02-18,32.0,30,1.0,2023,1,Q1,2023-01,ML Anomaly Model,Cayman Islands,,1,NRO,North,Chandigarh,<2L,High
ALT0007456,CUS001554,ANL010,PEP-Related Transaction,True Positive — STR Filed,78.52,2296338.16,2024-08-31,2024-09-19,19.0,15,1.0,2024,8,Q3,2024-08,Peer Comparison Model,,STR-2024-1990,0,Savings,Central,Raipur,5L-10L,Medium
ALT0007457,CUS000020,ANL015,Suspected Mule Account,True Positive — STR Filed,14.0,3003497.72,2022-10-14,2022-11-04,21.0,20,1.0,2022,10,Q4,2022-10,Watchlist Match,,STR-2022-9833,0,Current,South,Chennai,<2L,High
ALT0007458,CUS000194,ANL002,Structuring / Smurfing,False Positive,78.43,13524.19,2024-08-14,2024-08-28,14.0,10,1.0,2024,8,Q3,2024-08,Watchlist Match,,,0,NRE,West,Nagpur,25L-50L,Low
ALT0007459,CUS001537,ANL005,High-Risk Jurisdiction Transfer,True Positive — No STR,88.64,2659.87,2023-10-24,2023-10-26,2.0,10,0.0,2023,10,Q4,2023-10,Peer Comparison Model,Hong Kong,,0,Current,Central,Indore,10L-25L,Medium
ALT0007460,CUS001426,ANL005,Trade-Based Money Laundering,False Positive,73.13,5824066.6,2024-02-02,2024-02-07,5.0,10,0.0,2024,2,Q1,2024-02,Rule-Based Engine,,,0,Savings,West,Nagpur,2L-5L,High
ALT0007461,CUS001697,ANL006,PEP-Related Transaction,Under Investigation,53.66,21161.4,2024-02-13,,,10,,2024,2,Q1,2024-02,Watchlist Match,,,0,Savings,South,Kochi,5L-10L,Low
ALT0007462,CUS000338,ANL007,Trade-Based Money Laundering,True Positive — No STR,58.99,93863.81,2022-03-11,2022-03-22,11.0,10,1.0,2022,3,Q1,2022-03,Rule-Based Engine,,,0,Overdraft,East,Ranchi,2L-5L,Medium
ALT0007463,CUS000020,ANL019,Round-Tripping,Under Investigation,87.31,166237.82,2023-10-23,,,30,,2023,10,Q4,2023-10,Manual Referral,,,0,Current,South,Chennai,<2L,High
ALT0007464,CUS001167,ANL014,Structuring / Smurfing,Pending Review,92.1,237580.16,2022-08-03,,,15,,2022,8,Q3,2022-08,Peer Comparison Model,,,0,Current,East,Kolkata,10L-25L,High
ALT0007465,CUS000558,ANL004,Rapid Fund Movement,True Positive — STR Filed,5.55,37038.96,2024-01-05,2024-01-22,17.0,10,1.0,2024,1,Q1,2024-01,ML Anomaly Model,,STR-2024-1102,0,NRE,East,Kolkata,<2L,Medium
ALT0007466,CUS000247,ANL007,Shell Company Activity,False Positive,63.09,144014.91,2022-01-17,2022-01-23,6.0,10,0.0,2022,1,Q1,2022-01,ML Anomaly Model,,,0,Savings,East,Ranchi,2L-5L,Low
ALT0007467,CUS001437,ANL018,Suspected Mule Account,False Positive,93.61,57709.17,2022-11-22,2022-12-11,19.0,20,0.0,2022,11,Q4,2022-11,Rule-Based Engine,,,0,Current,West,Nagpur,2L-5L,Medium
ALT0007468,CUS000910,ANL020,Dormant Account Reactivation,False Positive,95.28,32623.68,2024-05-13,2024-05-17,4.0,30,0.0,2024,5,Q2,2024-05,Manual Referral,,,0,Savings,South,Hyderabad,5L-10L,Very High
ALT0007469,CUS001763,ANL010,Suspected Mule Account,True Positive — No STR,73.43,673073.05,2024-08-31,2024-09-11,11.0,15,0.0,2024,8,Q3,2024-08,Manual Referral,,,0,Fixed Deposit,South,Kochi,2L-5L,Very High
ALT0007470,CUS001237,ANL008,PEP-Related Transaction,True Positive — STR Filed,52.07,45403.72,2023-11-17,2023-11-27,10.0,10,0.0,2023,11,Q4,2023-11,Watchlist Match,,STR-2023-6232,0,NRE,West,Pune,5L-10L,Low
ALT0007471,CUS000464,ANL016,Shell Company Activity,True Positive — STR Filed,4.77,337925.72,2023-11-21,2023-12-08,17.0,20,0.0,2023,11,Q4,2023-11,Watchlist Match,,STR-2023-6542,0,Current,North,Amritsar,2L-5L,High
ALT0007472,CUS001779,ANL012,Shell Company Activity,True Positive — STR Filed,18.23,78662.98,2022-07-25,2022-08-01,7.0,15,0.0,2022,7,Q3,2022-07,Peer Comparison Model,,STR-2022-6669,0,NRO,North,Delhi,25L-50L,Low
ALT0007473,CUS000380,ANL001,Dormant Account Reactivation,False Positive,43.21,37954.97,2023-01-19,2023-01-27,8.0,10,0.0,2023,1,Q1,2023-01,Watchlist Match,,,0,Savings,North,Chandigarh,25L-50L,Low
ALT0007474,CUS001894,ANL017,Unusual Cash Activity,False Positive,26.08,5241.78,2024-01-04,2024-01-15,11.0,20,0.0,2024,1,Q1,2024-01,Rule-Based Engine,,,0,Current,East,Patna,5L-10L,Medium
ALT0007475,CUS001357,ANL017,PEP-Related Transaction,Under Investigation,97.06,9040.98,2023-09-20,,,20,,2023,9,Q3,2023-09,Peer Comparison Model,,,0,Current,North,Chandigarh,>50L,High
ALT0007476,CUS001238,ANL004,Structuring / Smurfing,True Positive — STR Filed,47.25,4571.14,2022-11-30,2022-12-23,23.0,10,1.0,2022,11,Q4,2022-11,Manual Referral,,STR-2022-8154,0,NRE,Central,Raipur,10L-25L,Low
ALT0007477,CUS000656,ANL005,Dormant Account Reactivation,False Positive,72.25,907824.17,2024-08-14,2024-08-18,4.0,10,0.0,2024,8,Q3,2024-08,Peer Comparison Model,,,0,Current,West,Surat,5L-10L,Low
ALT0007478,CUS000295,ANL014,Shell Company Activity,True Positive — No STR,53.94,142856.59,2023-01-17,2023-01-21,4.0,15,0.0,2023,1,Q1,2023-01,Peer Comparison Model,,,0,Savings,Central,Indore,10L-25L,High
ALT0007479,CUS001272,ANL015,Trade-Based Money Laundering,False Positive,45.26,147903.74,2022-02-14,2022-02-19,5.0,20,0.0,2022,2,Q1,2022-02,ML Anomaly Model,,,0,Current,East,Bhubaneswar,>50L,Medium
ALT0007480,CUS000599,ANL015,High-Risk Jurisdiction Transfer,False Positive,44.61,150318.43,2024-06-18,2024-07-13,25.0,20,1.0,2024,6,Q2,2024-06,Peer Comparison Model,Cayman Islands,,0,Savings,North,Amritsar,25L-50L,Medium
ALT0007481,CUS000021,ANL004,Suspected Mule Account,Pending Review,63.47,196572.33,2024-07-23,,,10,,2024,7,Q3,2024-07,Peer Comparison Model,,,0,Savings,South,Hyderabad,5L-10L,Medium
ALT0007482,CUS001732,ANL014,Dormant Account Reactivation,False Positive,59.82,36658.56,2024-06-09,2024-06-28,19.0,15,1.0,2024,6,Q2,2024-06,Peer Comparison Model,,,0,Savings,West,Surat,<2L,Medium
ALT0007483,CUS001199,ANL019,Round-Tripping,False Positive,44.37,106889.97,2024-03-28,2024-03-30,2.0,30,0.0,2024,3,Q1,2024-03,Rule-Based Engine,,,0,Savings,East,Bhubaneswar,25L-50L,Medium
ALT0007484,CUS001174,ANL002,High-Risk Jurisdiction Transfer,False Positive,38.26,23754.19,2024-08-27,2024-09-12,16.0,10,1.0,2024,8,Q3,2024-08,ML Anomaly Model,Cayman Islands,,0,Current,Central,Raipur,10L-25L,Low
ALT0007485,CUS001302,ANL012,Shell Company Activity,True Positive — No STR,18.44,148488.06,2023-05-14,2023-05-20,6.0,15,0.0,2023,5,Q2,2023-05,Peer Comparison Model,,,0,Current,West,Surat,5L-10L,Medium
ALT0007486,CUS000050,ANL004,Dormant Account Reactivation,True Positive — No STR,97.12,185005.01,2023-06-02,2023-06-06,4.0,10,0.0,2023,6,Q2,2023-06,Manual Referral,,,0,Current,North,Lucknow,25L-50L,Low
ALT0007487,CUS000111,ANL003,Rapid Fund Movement,False Positive,45.63,208275.86,2024-02-04,2024-02-12,8.0,10,0.0,2024,2,Q1,2024-02,Rule-Based Engine,,,0,Savings,Central,Gwalior,>50L,Medium
ALT0007488,CUS001455,ANL011,High-Risk Jurisdiction Transfer,Pending Review,64.28,55351.2,2023-11-23,,,15,,2023,11,Q4,2023-11,ML Anomaly Model,Malta,,0,NRE,East,Bhubaneswar,10L-25L,High
ALT0007489,CUS001574,ANL013,Suspected Mule Account,False Positive,72.77,1415719.26,2024-09-15,2024-09-16,1.0,15,0.0,2024,9,Q3,2024-09,Peer Comparison Model,,,0,Savings,Central,Indore,10L-25L,Low
ALT0007490,CUS000794,ANL019,Structuring / Smurfing,False Positive,77.74,647000.3,2024-04-01,2024-04-23,22.0,30,0.0,2024,4,Q2,2024-04,ML Anomaly Model,,,0,Savings,East,Patna,2L-5L,Medium
ALT0007491,CUS001221,ANL003,Rapid Fund Movement,False Positive,0.89,7633841.01,2023-09-07,2023-09-24,17.0,10,1.0,2023,9,Q3,2023-09,Watchlist Match,,,0,Savings,South,Bengaluru,25L-50L,Low
ALT0007492,CUS000970,ANL010,Structuring / Smurfing,False Positive,57.82,243330.47,2022-03-24,2022-04-10,17.0,15,1.0,2022,3,Q1,2022-03,ML Anomaly Model,,,0,Savings,East,Ranchi,5L-10L,Low
ALT0007493,CUS000408,ANL003,Structuring / Smurfing,False Positive,68.97,29135.89,2023-04-25,2023-05-02,7.0,10,0.0,2023,4,Q2,2023-04,Watchlist Match,,,0,Current,West,Surat,2L-5L,Low
ALT0007494,CUS000504,ANL009,Unusual Cash Activity,False Positive,87.93,318053.88,2024-11-04,2024-11-18,14.0,15,0.0,2024,11,Q4,2024-11,ML Anomaly Model,,,0,Current,South,Hyderabad,<2L,Very High
ALT0007495,CUS001581,ANL014,Dormant Account Reactivation,Pending Review,8.2,255455.93,2022-08-09,,,15,,2022,8,Q3,2022-08,Manual Referral,,,0,Current,East,Kolkata,5L-10L,Low
ALT0007496,CUS001060,ANL008,Structuring / Smurfing,False Positive,89.65,479257.31,2024-05-12,2024-05-23,11.0,10,1.0,2024,5,Q2,2024-05,Watchlist Match,,,0,Savings,South,Coimbatore,25L-50L,Low
ALT0007497,CUS001667,ANL006,Shell Company Activity,False Positive,55.0,10148.07,2024-05-22,2024-05-27,5.0,10,0.0,2024,5,Q2,2024-05,Manual Referral,,,0,NRE,West,Nagpur,5L-10L,Low
ALT0007498,CUS000969,ANL017,Dormant Account Reactivation,False Positive,11.44,58822.39,2023-07-06,2023-07-28,22.0,20,1.0,2023,7,Q3,2023-07,Peer Comparison Model,,,0,Fixed Deposit,Central,Raipur,5L-10L,Medium
ALT0007499,CUS001388,ANL013,Structuring / Smurfing,Under Investigation,18.49,140323.44,2024-03-31,,,15,,2024,3,Q1,2024-03,ML Anomaly Model,,,0,Fixed Deposit,East,Ranchi,>50L,Low
ALT0007500,CUS001133,ANL006,Dormant Account Reactivation,False Positive,5.8,8723.64,2022-02-28,2022-03-16,16.0,10,1.0,2022,2,Q1,2022-02,Manual Referral,,,0,Current,East,Guwahati,5L-10L,Medium
ALT0007501,CUS000428,ANL003,Rapid Fund Movement,False Positive,67.83,104461.24,2022-12-02,2022-12-17,15.0,10,1.0,2022,12,Q4,2022-12,Rule-Based Engine,,,0,Current,West,Pune,10L-25L,Very High
ALT0007502,CUS001954,ANL014,Structuring / Smurfing,Under Investigation,88.1,925446.9,2024-11-14,,,15,,2024,11,Q4,2024-11,Peer Comparison Model,,,0,Savings,North,Chandigarh,<2L,Low
ALT0007503,CUS001251,ANL004,Round-Tripping,False Positive,5.19,88915.82,2022-12-07,2022-12-21,14.0,10,1.0,2022,12,Q4,2022-12,Manual Referral,,,0,Savings,Central,Jabalpur,10L-25L,Low
ALT0007504,CUS001464,ANL005,Structuring / Smurfing,True Positive — STR Filed,89.53,217136.65,2023-09-08,2023-09-22,14.0,10,1.0,2023,9,Q3,2023-09,ML Anomaly Model,,STR-2023-3410,0,Savings,South,Chennai,2L-5L,Medium
ALT0007505,CUS000324,ANL006,Round-Tripping,True Positive — STR Filed,80.61,307619.07,2024-12-09,2024-12-29,20.0,10,1.0,2024,12,Q4,2024-12,Rule-Based Engine,,STR-2024-2197,0,Savings,Central,Gwalior,2L-5L,Low
ALT0007506,CUS001726,ANL010,Structuring / Smurfing,False Positive,74.75,7039251.71,2023-02-11,2023-02-16,5.0,15,0.0,2023,2,Q1,2023-02,Rule-Based Engine,,,0,Savings,North,Chandigarh,<2L,Very High
ALT0007507,CUS000633,ANL014,Unusual Cash Activity,Pending Review,49.0,51362.45,2022-10-13,,,15,,2022,10,Q4,2022-10,ML Anomaly Model,,,0,NRO,West,Pune,5L-10L,Low
ALT0007508,CUS001386,ANL014,High-Risk Jurisdiction Transfer,True Positive — STR Filed,34.49,3620.28,2022-09-24,2022-10-10,16.0,15,1.0,2022,9,Q3,2022-09,Manual Referral,Malta,STR-2022-7133,0,Savings,Central,Indore,2L-5L,High
ALT0007509,CUS001385,ANL013,Suspected Mule Account,False Positive,24.23,5229.35,2023-11-14,2023-11-15,1.0,15,0.0,2023,11,Q4,2023-11,Manual Referral,,,0,Savings,South,Kochi,5L-10L,Medium
ALT0007510,CUS001613,ANL006,Round-Tripping,Under Investigation,48.1,139413.89,2022-04-21,,,10,,2022,4,Q2,2022-04,Manual Referral,,,0,NRO,North,Delhi,25L-50L,High
ALT0007511,CUS001521,ANL003,PEP-Related Transaction,Escalated to MLRO,93.92,122104.44,2022-07-05,2022-07-13,8.0,10,0.0,2022,7,Q3,2022-07,ML Anomaly Model,,,1,Overdraft,Central,Bhopal,2L-5L,Low
ALT0007512,CUS001695,ANL015,Rapid Fund Movement,True Positive — STR Filed,0.09,246626.48,2023-09-26,2023-10-23,27.0,20,1.0,2023,9,Q3,2023-09,ML Anomaly Model,,STR-2023-1227,0,NRO,East,Kolkata,25L-50L,Low
ALT0007513,CUS001293,ANL007,Shell Company Activity,True Positive — STR Filed,76.16,48411.45,2022-10-17,2022-10-30,13.0,10,1.0,2022,10,Q4,2022-10,Rule-Based Engine,,STR-2022-2685,0,Current,East,Patna,<2L,Medium
ALT0007514,CUS000929,ANL016,Structuring / Smurfing,False Positive,7.57,82777.61,2023-12-10,2023-12-22,12.0,20,0.0,2023,12,Q4,2023-12,Manual Referral,,,0,NRE,Central,Raipur,5L-10L,Low
ALT0007515,CUS000351,ANL017,Suspected Mule Account,True Positive — No STR,5.24,81887.05,2024-07-28,2024-08-13,16.0,20,0.0,2024,7,Q3,2024-07,ML Anomaly Model,,,0,NRO,North,Chandigarh,<2L,High
ALT0007516,CUS001753,ANL006,Dormant Account Reactivation,True Positive — STR Filed,61.21,169328.93,2024-03-21,2024-04-07,17.0,10,1.0,2024,3,Q1,2024-03,ML Anomaly Model,,STR-2024-7170,0,Current,Central,Indore,<2L,Medium
ALT0007517,CUS000707,ANL007,Trade-Based Money Laundering,False Positive,34.43,49234.14,2022-12-05,2022-12-14,9.0,10,0.0,2022,12,Q4,2022-12,Watchlist Match,,,0,NRO,Central,Gwalior,25L-50L,Medium
ALT0007518,CUS000778,ANL014,Structuring / Smurfing,True Positive — STR Filed,85.95,706578.52,2024-08-01,2024-08-20,19.0,15,1.0,2024,8,Q3,2024-08,Rule-Based Engine,,STR-2024-9783,0,Savings,West,Nagpur,5L-10L,Low
ALT0007519,CUS000792,ANL005,Dormant Account Reactivation,False Positive,98.75,395736.97,2022-01-02,2022-01-13,11.0,10,1.0,2022,1,Q1,2022-01,Peer Comparison Model,,,0,Fixed Deposit,North,Chandigarh,2L-5L,Low
ALT0007520,CUS001853,ANL006,PEP-Related Transaction,True Positive — No STR,36.89,25342.84,2022-10-30,2022-11-14,15.0,10,1.0,2022,10,Q4,2022-10,Peer Comparison Model,,,0,Overdraft,Central,Raipur,10L-25L,Low
ALT0007521,CUS001946,ANL015,Shell Company Activity,Pending Review,60.36,27868.54,2023-02-15,,,20,,2023,2,Q1,2023-02,ML Anomaly Model,,,0,Savings,East,Ranchi,<2L,Low
ALT0007522,CUS001868,ANL002,Structuring / Smurfing,False Positive,15.08,128395.48,2022-12-19,2022-12-29,10.0,10,0.0,2022,12,Q4,2022-12,Watchlist Match,,,0,Current,West,Surat,2L-5L,Low
ALT0007523,CUS000367,ANL020,Structuring / Smurfing,False Positive,83.49,354110.56,2023-09-10,2023-10-11,31.0,30,1.0,2023,9,Q3,2023-09,Watchlist Match,,,0,Current,North,Jaipur,2L-5L,Low
ALT0007524,CUS000061,ANL016,Suspected Mule Account,False Positive,7.14,121449.24,2023-09-22,2023-10-15,23.0,20,1.0,2023,9,Q3,2023-09,ML Anomaly Model,,,0,Savings,North,Jaipur,5L-10L,Medium
ALT0007525,CUS000245,ANL015,PEP-Related Transaction,True Positive — STR Filed,45.58,86870.75,2022-06-14,2022-07-02,18.0,20,0.0,2022,6,Q2,2022-06,Rule-Based Engine,,STR-2022-7820,0,Savings,East,Ranchi,10L-25L,Low
ALT0007526,CUS001421,ANL017,Shell Company Activity,False Positive,4.95,24962.27,2023-01-14,2023-01-29,15.0,20,0.0,2023,1,Q1,2023-01,Watchlist Match,,,0,Current,West,Surat,2L-5L,High
ALT0007527,CUS000954,ANL007,High-Risk Jurisdiction Transfer,False Positive,28.79,186481.89,2023-04-29,2023-05-05,6.0,10,0.0,2023,4,Q2,2023-04,Manual Referral,Panama,,0,NRE,Central,Raipur,<2L,Medium
ALT0007528,CUS001737,ANL009,Suspected Mule Account,True Positive — STR Filed,80.3,231016.77,2023-02-21,2023-03-01,8.0,15,0.0,2023,2,Q1,2023-02,Manual Referral,,STR-2023-5241,0,Savings,West,Mumbai,25L-50L,Medium
ALT0007529,CUS001382,ANL010,Unusual Cash Activity,False Positive,13.35,123984.86,2024-06-13,2024-06-28,15.0,15,0.0,2024,6,Q2,2024-06,Peer Comparison Model,,,0,Savings,Central,Bhopal,2L-5L,Low
ALT0007530,CUS001650,ANL015,Trade-Based Money Laundering,True Positive — STR Filed,20.28,6214489.07,2022-07-04,2022-07-29,25.0,20,1.0,2022,7,Q3,2022-07,Manual Referral,,STR-2022-8335,0,Savings,Central,Raipur,5L-10L,Low
ALT0007531,CUS000902,ANL019,Round-Tripping,True Positive — STR Filed,8.98,62065.77,2023-05-17,2023-05-20,3.0,30,0.0,2023,5,Q2,2023-05,Manual Referral,,STR-2023-3427,0,Savings,Central,Jabalpur,2L-5L,High
ALT0007532,CUS001086,ANL020,Trade-Based Money Laundering,Escalated to MLRO,96.5,41624.86,2022-11-12,2022-11-25,13.0,30,0.0,2022,11,Q4,2022-11,Manual Referral,,,1,Savings,South,Coimbatore,<2L,Low
ALT0007533,CUS001735,ANL006,Dormant Account Reactivation,Escalated to MLRO,73.14,1908226.55,2024-02-06,2024-02-25,19.0,10,1.0,2024,2,Q1,2024-02,Manual Referral,,,1,NRE,North,Amritsar,<2L,Medium
ALT0007534,CUS000391,ANL014,Unusual Cash Activity,False Positive,37.95,1385318.78,2022-01-11,2022-01-12,1.0,15,0.0,2022,1,Q1,2022-01,Rule-Based Engine,,,0,Current,Central,Indore,<2L,Medium
ALT0007535,CUS001020,ANL003,PEP-Related Transaction,False Positive,33.67,30328.13,2024-09-04,2024-09-16,12.0,10,1.0,2024,9,Q3,2024-09,Watchlist Match,,,0,Overdraft,South,Coimbatore,10L-25L,Medium
ALT0007536,CUS001010,ANL003,Unusual Cash Activity,False Positive,23.78,42305.08,2022-11-23,2022-11-24,1.0,10,0.0,2022,11,Q4,2022-11,Peer Comparison Model,,,0,Savings,West,Ahmedabad,2L-5L,Medium
ALT0007537,CUS001964,ANL004,High-Risk Jurisdiction Transfer,False Positive,95.81,3046443.0,2023-12-07,2023-12-18,11.0,10,1.0,2023,12,Q4,2023-12,Rule-Based Engine,Malta,,0,NRO,South,Coimbatore,5L-10L,Medium
ALT0007538,CUS001973,ANL001,Unusual Cash Activity,False Positive,84.88,82644.64,2022-07-24,2022-08-07,14.0,10,1.0,2022,7,Q3,2022-07,Watchlist Match,,,0,NRO,West,Surat,2L-5L,Very High
ALT0007539,CUS000558,ANL006,Trade-Based Money Laundering,True Positive — STR Filed,96.36,507752.92,2024-08-22,2024-08-26,4.0,10,0.0,2024,8,Q3,2024-08,Rule-Based Engine,,STR-2024-1657,0,NRE,East,Kolkata,<2L,Medium
ALT0007540,CUS001605,ANL009,High-Risk Jurisdiction Transfer,True Positive — STR Filed,3.44,12275.64,2024-03-18,2024-04-05,18.0,15,1.0,2024,3,Q1,2024-03,Rule-Based Engine,Malta,STR-2024-5024,0,Current,Central,Indore,2L-5L,Medium
ALT0007541,CUS000428,ANL020,Round-Tripping,True Positive — No STR,52.96,54937.85,2023-03-12,2023-04-13,32.0,30,1.0,2023,3,Q1,2023-03,ML Anomaly Model,,,0,Current,West,Pune,10L-25L,Very High
ALT0007542,CUS001404,ANL004,Structuring / Smurfing,False Positive,67.93,126847.12,2024-08-25,2024-09-04,10.0,10,0.0,2024,8,Q3,2024-08,Watchlist Match,,,0,Current,South,Chennai,5L-10L,Low
ALT0007543,CUS001219,ANL015,Dormant Account Reactivation,False Positive,57.65,157900.6,2024-02-10,2024-02-13,3.0,20,0.0,2024,2,Q1,2024-02,Watchlist Match,,,0,Current,South,Hyderabad,25L-50L,High
ALT0007544,CUS001609,ANL001,Unusual Cash Activity,False Positive,33.05,74779.79,2024-08-07,2024-08-14,7.0,10,0.0,2024,8,Q3,2024-08,Watchlist Match,,,0,Savings,East,Bhubaneswar,2L-5L,Low
ALT0007545,CUS001626,ANL001,Trade-Based Money Laundering,True Positive — STR Filed,18.41,284523.1,2023-05-13,2023-05-29,16.0,10,1.0,2023,5,Q2,2023-05,Peer Comparison Model,,STR-2023-4261,0,Overdraft,Central,Gwalior,5L-10L,Low
ALT0007546,CUS000749,ANL002,Suspected Mule Account,False Positive,20.77,905978.13,2022-07-16,2022-07-26,10.0,10,0.0,2022,7,Q3,2022-07,Manual Referral,,,0,Savings,East,Patna,>50L,Low
ALT0007547,CUS000158,ANL003,Dormant Account Reactivation,False Positive,89.97,175766.4,2024-03-04,2024-03-06,2.0,10,0.0,2024,3,Q1,2024-03,Rule-Based Engine,,,0,Overdraft,East,Patna,10L-25L,Low
ALT0007548,CUS001842,ANL012,Suspected Mule Account,False Positive,36.48,3755302.18,2022-09-21,2022-10-13,22.0,15,1.0,2022,9,Q3,2022-09,Rule-Based Engine,,,0,Current,South,Coimbatore,5L-10L,Very High
ALT0007549,CUS001486,ANL015,PEP-Related Transaction,Under Investigation,94.27,1997.64,2023-10-14,,,20,,2023,10,Q4,2023-10,Manual Referral,,,0,Fixed Deposit,East,Patna,5L-10L,Medium
ALT0007550,CUS000387,ANL002,High-Risk Jurisdiction Transfer,False Positive,58.94,13426.81,2022-10-01,2022-10-07,6.0,10,0.0,2022,10,Q4,2022-10,Peer Comparison Model,British Virgin Islands,,0,Fixed Deposit,West,Pune,5L-10L,Very High
ALT0007551,CUS000406,ANL012,High-Risk Jurisdiction Transfer,False Positive,26.48,545312.38,2024-03-29,2024-04-20,22.0,15,1.0,2024,3,Q1,2024-03,ML Anomaly Model,UAE,,0,NRE,East,Ranchi,25L-50L,Low
ALT0007552,CUS001005,ANL006,Suspected Mule Account,False Positive,64.5,4523.46,2023-11-01,2023-11-07,6.0,10,0.0,2023,11,Q4,2023-11,Rule-Based Engine,,,0,Overdraft,West,Ahmedabad,2L-5L,Medium
ALT0007553,CUS001593,ANL010,Rapid Fund Movement,Pending Review,19.91,1386165.68,2023-08-03,,,15,,2023,8,Q3,2023-08,Rule-Based Engine,,,0,Current,East,Kolkata,10L-25L,Medium
ALT0007554,CUS001647,ANL017,Shell Company Activity,False Positive,69.24,573595.61,2024-05-19,2024-05-27,8.0,20,0.0,2024,5,Q2,2024-05,ML Anomaly Model,,,0,Current,Central,Indore,5L-10L,High
ALT0007555,CUS001873,ANL003,Structuring / Smurfing,False Positive,13.97,89394.26,2024-03-17,2024-03-22,5.0,10,0.0,2024,3,Q1,2024-03,Watchlist Match,,,0,Savings,Central,Bhopal,25L-50L,Low
ALT0007556,CUS000106,ANL019,High-Risk Jurisdiction Transfer,Pending Review,1.47,12980.42,2024-12-29,,,30,,2024,12,Q4,2024-12,Peer Comparison Model,Seychelles,,0,NRE,West,Ahmedabad,2L-5L,Medium
ALT0007557,CUS001068,ANL009,Dormant Account Reactivation,Pending Review,29.81,84670.71,2022-05-27,,,15,,2022,5,Q2,2022-05,ML Anomaly Model,,,0,Savings,South,Chennai,5L-10L,Medium
ALT0007558,CUS001403,ANL017,High-Risk Jurisdiction Transfer,False Positive,83.87,157287.19,2023-12-12,2023-12-16,4.0,20,0.0,2023,12,Q4,2023-12,Watchlist Match,Cayman Islands,,0,Fixed Deposit,South,Coimbatore,5L-10L,Medium
ALT0007559,CUS000701,ANL018,Structuring / Smurfing,Under Investigation,48.8,4615.57,2024-09-27,,,20,,2024,9,Q3,2024-09,Watchlist Match,,,0,Current,East,Ranchi,5L-10L,High
ALT0007560,CUS000590,ANL010,PEP-Related Transaction,True Positive — STR Filed,98.72,96525.45,2022-02-25,2022-03-04,7.0,15,0.0,2022,2,Q1,2022-02,ML Anomaly Model,,STR-2022-5755,0,NRE,West,Pune,10L-25L,Medium
ALT0007561,CUS000050,ANL007,Unusual Cash Activity,False Positive,67.82,24307.88,2023-03-31,2023-04-12,12.0,10,1.0,2023,3,Q1,2023-03,Watchlist Match,,,0,Current,North,Lucknow,25L-50L,Low
ALT0007562,CUS001133,ANL008,Trade-Based Money Laundering,True Positive — STR Filed,78.1,458019.91,2022-12-31,2023-01-02,2.0,10,0.0,2022,12,Q4,2022-12,Rule-Based Engine,,STR-2022-9313,0,Current,East,Guwahati,5L-10L,Medium
ALT0007563,CUS000283,ANL002,Rapid Fund Movement,True Positive — No STR,74.15,410951.45,2023-04-27,2023-05-04,7.0,10,0.0,2023,4,Q2,2023-04,Watchlist Match,,,0,Current,East,Guwahati,10L-25L,High
ALT0007564,CUS001849,ANL007,Unusual Cash Activity,Under Investigation,39.17,2723103.46,2024-01-26,,,10,,2024,1,Q1,2024-01,Watchlist Match,,,0,Savings,South,Bengaluru,<2L,Medium
ALT0007565,CUS000594,ANL011,High-Risk Jurisdiction Transfer,True Positive — No STR,2.2,71214.18,2024-01-12,2024-01-19,7.0,15,0.0,2024,1,Q1,2024-01,Rule-Based Engine,UAE,,0,Savings,East,Kolkata,10L-25L,High
ALT0007566,CUS000431,ANL012,Rapid Fund Movement,False Positive,39.51,29489.64,2023-11-28,2023-12-02,4.0,15,0.0,2023,11,Q4,2023-11,Watchlist Match,,,0,NRE,West,Ahmedabad,10L-25L,Low
